study	year	pubmed_link	full_text_link	first_author	last_author	animal_species	animal_strain	animal_sex	animal_model_name	animal_model_citation	prnp_genotype	prp_expression_level	prion_strain	avg_age_at_inoculation_days	inoculum_titer	inoculum_volume_ul	ld50_prions	infection_route	treatment_route	vehicle	control_compound	treatment_class	treatment	dose_description	dose_number_deprecated	peak_dose_mgkgday	equiv_peak_dose_mg_70kg_human	treatment_started_dpi	treatment_stopped_dpi	endpoint	treatment_endpoint_dpi	treatment_sd	treatment_sem	treatment_n	treatment_attack_rate	treatment_censored_dpi	control_endpoint_dpi	control_sd	control_n	control_attack_rate	delay	reported_p	eyeballed	comments		
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	pentosan polysulfate	110ug/kg/day		0.1	0.6	7	35	survival	75.0				1		47.0			1	0.60	0.01	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	pentosan polysulfate	110ug/kg/day		0.1	0.6	21	49	survival	65.0				1		47.0			1	0.38	0.01	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	pentosan polysulfate	110ug/kg/day		0.1	0.6	35	63	survival	55.0				1		47.0			1	0.17	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	pentosan polysulfate	110ug/kg/day		0.1	0.6	42	70	survival	47.0				1		47.0			1	0.00	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	pentosan polysulfate	460ug/kg/day		0.5	2.6	7	35	survival	122.0				1		47.0			1	1.60	0.01	0			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	pentosan polysulfate	460ug/kg/day		0.5	2.6	21	49	survival	97.0				1		47.0			1	1.06	0.01	0			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	pentosan polysulfate	460ug/kg/day		0.5	2.6	35	63	survival	80.0				1		47.0			1	0.70	0.05	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	pentosan polysulfate	460ug/kg/day		0.5	2.6	42	70	survival	47.0				1		47.0			1	0.00	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	s.c.	pbs	water	small molecule	pentosan polysulfate	0.2 mg/kg/day		0.2	1.1	10	38	survival	52.1	2.1		4	1		51.0	1.8	4	1	0.02		0			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	s.c.	pbs	water	small molecule	pentosan polysulfate	2 mg/kg/day		2.0	11.4	10	38	survival	53.1	1.6		5	1		51.0	1.8	4	1	0.04		0			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	s.c.	pbs	water	small molecule	pentosan polysulfate	20 mg/kg/day		20.0	113.5	10	38	survival	23.8	16.5		5	1		51.0	1.8	4	1	-0.53		0			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	s.c.	pbs	water	small molecule	pentosan polysulfate	0.2 mg/kg/day		0.2	1.1	35	63	survival	51.8	1.8		4	1		51.8	2.0	4	1	0.00		0			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	s.c.	pbs	water	small molecule	pentosan polysulfate	2 mg/kg/day		2.0	11.4	35	63	survival	50.0	1.8		5	1		51.8	2.0	4	1	-0.03		0			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	s.c.	pbs	water	small molecule	pentosan polysulfate	20 mg/kg/day		20.0	113.5	35	63	survival	40.4	3.1		5	1		51.8	2.0	4	1	-0.22		0			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	water	water	small molecule	amphotericin b	0.9ug/kg/day		0.0	0.0	10	38	survival	51.6				1		51.6	1.8		1	0.00	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	water	water	small molecule	amphotericin b	9ug/kg/day		0.0	0.1	10	38	survival	64.0				1		51.6	1.8		1	0.24	0.01	0			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	water	water	small molecule	amphotericin b	90ug/kg/day		0.1	0.5	10	38	survival	64.0				1		51.6	1.8		1	0.24	0.01	0			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	water	water	small molecule	amphotericin b	860ug/kg/day		0.9	4.9	10	38	survival	51.6				1		51.6	1.8		1	0.00	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	water	water	small molecule	amphotericin b	0.9ug/kg/day		0.0	0.0	35	63	survival	51.6				1		51.0	1.8		1	0.01	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	water	water	small molecule	amphotericin b	9ug/kg/day		0.0	0.1	35	63	survival	51.6				1		51.0	1.8		1	0.01	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	water	water	small molecule	amphotericin b	90ug/kg/day		0.1	0.5	35	63	survival	51.6				1		51.0	1.8		1	0.01	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	water	water	small molecule	amphotericin b	860ug/kg/day		0.9	4.9	35	63	survival	51.6				1		51.0	1.8		1	0.01	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	quinacrine	.7 nmol/kg/day	0.7	0.0	0.0	10	38	survival	51.6				1		51.6	1.8		1	0.00	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	quinacrine	7 nmol/kg/day	7	0.0	0.0	10	38	survival	51.6				1		51.6	1.8		1	0.00	0.01	0			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	quinacrine	60 nmol/kg/day	60	0.0	0.1	10	38	survival	51.6				1		51.6	1.8		1	0.00	0.01	0			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	quinacrine	510 nmol/kg/day	510	0.2	1.2	10	38	survival	51.6				1		51.6	1.8		1	0.00	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	quinacrine	5000 nmol/kg/day	5000	2.0	11.4	10	38	survival	51.6				1		51.6	1.8		1	0.00	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	quinacrine	50000 nmol/kg/day	50000	20.0	113.5	10	38	survival	30.0				1		51.6	1.8		1	-0.42		1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	quinacrine	.7 nmol/kg/day	0.7	0.0	0.0	35	63	survival	51.0				1		51.0	1.8		1	0.00	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	quinacrine	7 nmol/kg/day	7	0.0	0.0	35	63	survival	51.0				1		51.0	1.8		1	0.00	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	quinacrine	60 nmol/kg/day	60	0.0	0.1	35	63	survival	51.0				1		51.0	1.8		1	0.00	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	quinacrine	510 nmol/kg/day	510	0.2	1.2	35	63	survival	51.0				1		51.0	1.8		1	0.00	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	quinacrine	5000 nmol/kg/day	5000	2.0	11.4	35	63	survival	51.0				1		51.0	1.8		1	0.00	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.01	20		i.c.	i.c.	pbs	water	small molecule	quinacrine	50000 nmol/kg/day	50000	20.0	113.5	35	63	survival	51.0				1		51.0	1.8		1	0.00	1	1			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg20	Fischer 1996	wt	10	RML		0.01	20		i.c.	i.c.	pbs	water	small molecule	pentosan polysulfate	230 ug/kg/day		0.2	1.3	14	42	survival	141.0				1		65.0			1	1.17		0			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg20	Fischer 1996	wt	10	RML		0.01	20		i.c.	i.c.	pbs	water	small molecule	pentosan polysulfate	230 ug/kg/day		0.2	1.3	49	77	survival	95.0				1		65.0			1	0.46		0			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg20	Fischer 1996	wt	10	Fukuoka-1		0.01	20		i.c.	i.c.	pbs	water	small molecule	pentosan polysulfate	230 ug/kg/day		0.2	1.3	14	42	survival	153.0				1		106.0			1	0.44		0			
Doh-Ura 2004	2004	http://www.ncbi.nlm.nih.gov/pubmed/15113880	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC400350/	Doh-Ura	Iwaki	mice			Tg20	Fischer 1996	wt	10	Fukuoka-1		0.01	20		i.c.	i.c.	pbs	water	small molecule	pentosan polysulfate	230 ug/kg/day		0.2	1.3	49	77	survival	133.0				1		106.0			1	0.25		0			
Manuelidis 1998	1998	http://www.ncbi.nlm.nih.gov/pubmed/9708762		Manuelidis	Zaitsev	rats					wt	1	SY		0.01	50		i.c.	p.o.	peanut butter	peanut butter	small molecule	indomethacin	3 mg/kg/day		3.0		1		clinical signs	325.0			4	1		310.0		8	1	0.05	0.011	0			
Manuelidis 1998	1998	http://www.ncbi.nlm.nih.gov/pubmed/9708762		Manuelidis	Zaitsev	rats					wt	1	SY		0.01	50		i.c.	p.o.	peanut butter	peanut butter	small molecule	indomethacin	3 mg/kg/day		3.0		1		survival	344.0			4	1		344.0		8	1	0.00	1	1			
Manuelidis 1998	1998	http://www.ncbi.nlm.nih.gov/pubmed/9708762		Manuelidis	Zaitsev	rats					wt	1	SY		0.01	50		i.c.	p.o.	peanut butter	peanut butter	small molecule	dapsone	2 mg/kg/day		2.0		1		clinical signs	390.0			4	1		310.0		8	1	0.26	0.0001	0			
Manuelidis 1998	1998	http://www.ncbi.nlm.nih.gov/pubmed/9708762		Manuelidis	Zaitsev	rats					wt	1	SY		0.01	50		i.c.	p.o.	peanut butter	peanut butter	small molecule	dapsone	2 mg/kg/day		2.0		1		survival	437.0			4	1		344.0		8	1	0.27	0.0001	0			
Priola 2000	2000	http://www.ncbi.nlm.nih.gov/pubmed/10688802		Priola	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K					i.p.	i.p.	dmso	dmso	small molecule	DPG2-Fe3+	"3x/week for 4 weeks, dose not stated"				0	28	survival	119.0	35.4	12.5	8	1		81.6	5.1	18	1	0.46	0.0001	0			
Priola 2000	2000	http://www.ncbi.nlm.nih.gov/pubmed/10688802		Priola	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K					i.p.	i.p.	dmso	dmso	small molecule	DPG2-Fe3+	"3x/week for 4 weeks, dose not stated"				28	56	survival	88.3	8.0	2.4	11	1		81.6	5.1	18	1	0.08	0.01	0			
Priola 2000	2000	http://www.ncbi.nlm.nih.gov/pubmed/10688802		Priola	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K					i.p.	i.p.	dmso	dmso	small molecule	DPG2-Fe3+	"3x/week for 4 weeks, dose not stated"				56	84	survival	87.4	16.1	4.3	14	1		81.6	5.1	18	1	0.07	0.05	0			
Priola 2000	2000	http://www.ncbi.nlm.nih.gov/pubmed/10688802		Priola	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K					i.p.	i.p.	dmso	dmso	small molecule	TMPP-Fe3+	"3x/week for 4 weeks, dose not stated"				0	28	survival	171.5	43.4	13.1	11	1		81.6	5.1	18	1	1.10	0.0001	0			
Priola 2000	2000	http://www.ncbi.nlm.nih.gov/pubmed/10688802		Priola	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K					i.p.	i.p.	dmso	dmso	small molecule	TMPP-Fe3+	"3x/week for 4 weeks, dose not stated"				56	84	survival	84.0	24.0	7.6	10	1		81.6	5.1	18	1	0.03	0.68	0			
Priola 2000	2000	http://www.ncbi.nlm.nih.gov/pubmed/10688802		Priola	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K					i.p.	i.p.	dmso	dmso	small molecule	PcTS	"3x/week for 4 weeks, dose not stated"				0	0	survival	114.0	25.5	8.5	9	1		81.6	5.1	18	1	0.40	0.0001	0			
Priola 2000	2000	http://www.ncbi.nlm.nih.gov/pubmed/10688802		Priola	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K					i.p.	i.p.	dmso	dmso	small molecule	PcTS	"3x/week for 4 weeks, dose not stated"				0	28	survival	216.6	74.2	18.0	17	1		81.6	5.1	18	1	1.65	0.0001	0			
Priola 2000	2000	http://www.ncbi.nlm.nih.gov/pubmed/10688802		Priola	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K					i.p.	i.p.	dmso	dmso	small molecule	PcTS	"3x/week for 4 weeks, dose not stated"				28	56	survival	86.3	7.4	1.8	17	1		81.6	5.1	18	1	0.06	0.03	0			
Priola 2000	2000	http://www.ncbi.nlm.nih.gov/pubmed/10688802		Priola	Caughey	mice			Tg7	Race 1995	hamster wt	4.5	263K					i.p.	i.p.	dmso	dmso	small molecule	PcTS	"3x/week for 4 weeks, dose not stated"				56	84	survival	75.1	2.8	0.8	12	1		81.6	5.1	18	1	-0.08	0.0003	0			
Leidel 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21746938	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3186986/	Leidel	Groschup	mice	C57BL/6						RML					i.c.	i.p.	100% dmso	100% dmso	small molecule	DPP-1	100 ug/day		5.0	28.4	90	110	survival	174.0	3.8			1		160.0	4.1		1	0.09	0.01	0			
Leidel 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21746938	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3186986/	Leidel	Groschup	mice			Tga20	Fischer 1996	wt	10	RML					i.p.	i.p.	70% dmso	70% dmso	small molecule	DPP-1	100 ug/day		5.0	28.4	90	146	survival	149.0	3.0			1		112.0	6.6		1	0.33	0.05	0	treatment start date is never stated; presumably same as 'primary efficiency test' which was 90dpi		
Leidel 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21746938	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3186986/	Leidel	Groschup	mice			Tga20	Fischer 1996	wt	10	RML					i.p.	p.o.	0.9% NaCl	0.9% NaCl	small molecule	DPP-1	500 ug/day		25.0	141.9	14		survival	155.0	10.0			1		113.0	6.4		1	0.37	0.05	0			
Leidel 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21746938	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3186986/	Leidel	Groschup	mice	C57BL/6						RML					i.p.	p.o.	0.9% NaCl	0.9% NaCl	small molecule	DPP-1	500 ug/day		25.0	141.9	-14		survival	212.0	1.8			1		192.0	0.5		1	0.10	0.01	0			
Geissen 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21755599		Geissen	Groschup	mice	C57/6				wt	1	RML		0.1	50		i.c.	i.p.	100% dmso	100% dmso	small molecule	S9	5 mg/kg/day		5.0	28.4	90	110	survival	173.8	8.6		4.0	1		157.6	4.9	10	1	0.10	0.05	0			
Geissen 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21755599		Geissen	Groschup	mice	C57/6				wt	1	RML		0.1	50		i.c.	i.p.	100% dmso	100% dmso	small molecule	S14	5 mg/kg/day		5.0	28.4	90	110	survival	170.3	3.8		4.0	1		157.6	4.9	10	1	0.08	0.005	0			
Eiden 2012	2012	http://www.ncbi.nlm.nih.gov/pubmed/22363300	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3281244/	Eiden	Groschup	mice	C57BL/6				wt	1	RML		0.01	30		i.c.	p.o.	water	water	small molecule	Scutellaria lateriflora	30 g herbs / 1 L water				-14		survival	184.0	26.7		6	1		147.0	3.1	6	1	0.25	0.01	0			
Eiden 2012	2012	http://www.ncbi.nlm.nih.gov/pubmed/22363300	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3281244/	Eiden	Groschup	mice	C57BL/6				wt	1	RML		0.01	50		i.p.	p.o.	water	water	small molecule	Scutellaria lateriflora	30 g herbs / 1 L water				-14		survival	206.0	8.6		6	1		191.0	8.6	6	1	0.08	0.05	0			
Chung 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21931860	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3172287/	Chung	Wisniewski	mice	CD-1				wt	1	139A	60	0.01	100		i.p.	i.p.	pbs	pbs	small molecule	styryl #23I	10 mg/kg/day		10.0	56.8	0	30	survival	202.0			25.0	1		170		25	1	0.19	0.0001	0			
Chung 2011	2011	http://www.ncbi.nlm.nih.gov/pubmed/21931860	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3172287/	Chung	Wisniewski	mice	CD-1				wt	1	139A	60	0.01	100		i.p.	i.p.	pbs	pbs	small molecule	styryl #59	10 mg/kg/day		10.0	56.8	0	30	survival	215.0			25.0	1		170		25	1	0.26	0.0001	0			
